,cleaning,sentimen
5987,w kuliah depok kaget anying emangny ayu ting ting kaget,positif
5988,hallo smakbo siswa mu anak depok liburin laahh,positif
5989,meanwhile kuliah depok tinggal sunter,netral
5990,jaga kesehatan iya teman temanku merantau kuliah sekitaran jakarta depok,positif
5991,wkwkwkw ra keturutan kuliah nang depok jabar keturutan song kuliah neng depok sleman wkwkwkw,positif
5992,sil stay safe takut banget kuliah depok,positif
5993,takut banget iya allah kuliah depok woi,positif
5994,depok terjangkit korona teman sd smp lostcont menghubungi kabar,positif
5995,berita corona depok mahasiswa ohh yodah nugas,negatif
5996,saran merebaknya virus kota indonesia kota depok baiknya ditutup akses transportasi meliburkan sekolah perusahaan tindakan preventif,positif
5997,adik hati sekolah jajan sembarangan orang batuk pas batuk ooo om virus corona indonesia depok banget oo iya om kena selonn,negatif
5998,w takut tbtb kampus pemeriksaan khusus mahasiswa rumahnya depok,netral
5999,walkot depok takut bilang isu bohong gerombolan bodoh,negatif
6000,setahun kuliah depok cobaannya,netral
6001,yak oke besok nampaknya himbauan corona warga depok sekolah liburin,positif
6002,takut begal depok takut boca gengster,negatif
6003,laah depok kayak paniknya orang sekolah diliburin,netral
6004,mestinya sekolah diliburkan seminggu lokasi munculnya korban corona depok jakarta berani terobosan jokowi amp rakyat setuju buntut virus corona anies setop izin keramaian jakarta,netral
6005,kuliah depok sekian,netral
6006,jam ngakakin sembari isi krs anjing blangsak banget lelah danta masuk kuliah kayak anak sd depok ongkos murah pergi kampus pindah provinsi,netral
6007,semoga kuliah depok liburkan aminkan,netral
6008,teman teman tinggal depok sekolah bogor kasian,netral
6009,gubernur terhormat unek unek informasi teman besok daerah rembang kedatangan mahasiswa depok tepatnya mahasiswa ui,netral
6010,pokoknya case corona daerah depok dilakuin kali jaga kesehatannya usahakan memakai masker ruangan semangat calon mahasiswa bagus luck,positif
6011,besok dibully anak kampus bilang ih orang depok awas corona awas corona sabar iya mahasiswa jakarta tinggal nya depok,positif
6012,raden bambang deddy djatmiko teman smp pindah depok akrab masuk jaksel bucin berangkat pulang bareng motor,netral
6013,lemes habis praktikum lemes lihat berita rumah orangnya depok rs mitra terindikasi jugaaa bolehh diliburin kuliah serem anjing,negatif
6014,monmaap kampus niatan ngadain kuliah online apaa takut guaa depok,netral
6015,yah mampir depok mim kesini iya menginap rumah sehat mahasiswa ui guee,positif
6016,kuliah depok rumah priok pulang pergi gudluck,positif
6017,diannisa kuliah depok kaget,positif
6018,pemerintah kota depok meliburkan sekolah sekolah maaf sekolah berbeda sekolah,positif
6019,libur ckckckckck imbas virus corona pemerintah kota depok liburkan sekolah,netral
6020,yatuhan depok kena move on semoga hellme iya kuliah ketemu orang tolong iya sehat sehat terimakasih,positif
6021,kuliah depok hahhahahahah ups,netral
6022,depok rumah jaksel sekolah,positif
6023,virus nya absen sekolah kali min hadir depok,netral
6024,rumah depok kuliah jaksel,positif
6025,pakk tolong kasih warga depok masker gratis mencari masker mahasiswa ui kebingungan masker habis dimana,positif
6026,bekasi kuliah depok hiks jujur takut,positif
6027,semoga dosen baca meliburkan mahasiswanya kuliah depok,positif
6028,wkwkwk alias teman w tinggal depok untungnya selesai kuliah nga gembar gembor corona pusing skripsi disuruh ibuk gaboleh dikosan hadeh,negatif
6029,depok kena corona ngerasain ajal iya allah biarin beranak sm lulus kuliah,positif
6030,iya abil ayah mencari apotik minimarket depok pda habis ihhh nitip eh apa-apa,negatif
6031,wkwkwkw yaudahh jakarta kuliah jakarta depok iya bahayaaaa,netral
6032,corona masuk depok siswa takut daftar kuliah ui akibat nya ui peminat daftar keterima bolehh,positif
6033,radensaleh depok,netral
6034,huuueee kuliah depok,netral
6035,tolong jokowi kuliah depok diliburkan,positif
6036,depok dipisahin indonesia kuliah negeri yeay,netral
6037,hadeuhhh kuliah depok kereta pulaa,negatif
6038,semoga puskesmas membagikan gratis sekolah sd smp negeri amp swasta dikota depok,positif
6039,kuliah depok gadiliburin,netral
6040,buset depok isolasi kuliah,netral
6041,iya wey sumpah heran kaya esok kena depok orang dikarantina iya gasalah worry smp habis beli jualan warung tegal lain-lain,positif
6042,sayaaa bangga mahasiswa depok,positif
6043,suka duka warga depok dukanya trend nomor prestasi penyakit kejahatan,positif
6044,kerja seminggu kuliah tinggal sidang eehh kota ramai virus corona sedih,netral
6045,depok diisolasi kuliah cok,netral
6046,depok untung kuliah,positif
6047,aduh blom kuliah ui corona depok,netral
6048,wkwkwkwk kaya anak bekasi kuliah jakarta depok wkwkwkwk,netral
6049,siswa sdn cimpaeun depok juara iii karate tingkat nasional,positif
6050,pokonya depok lock down langsung pergi iya mall pulang sekolah langsung midterm break besok pulang rumah gausah jalan jalan kemana omg,netral
6051,mahasiswa kampusnya depok tyda diliburkan,netral
6052,heyyy l ahahaha depok dimana kosong supermarket supermarket supermarket pergi pulang sekolah,netral
6053,depok anjing gausah berangkat kuliah iya,negatif
6054,"terima kasih iya ngomong - ngomong isu kali sekolah depok on the way , jalan liburin",positif
6055,eh kambing bang eug kuliah depok anjing wkwkwk,negatif
6056,keluarga overthinking corona iya ampe gadibolehin kuliah depok,positif
6057,uwuwu salah tertawa hallo raissa dom karawang jaksel depok kuliah eh dom,positif
6058,si depok terkenal prestasi kriminal penyakit melulu,negatif
6059,tinggal jakarta selatan kuliah depok,netral
6060,banget jaman kuliah digituin wkwkw kadang dikasi rb ongkos pulang depok tangerang junior wkwkwk kadang rb dompet gemes,netral
6061,oiyaaa sekolah depok beneran diliburin iya waah,positif
6062,depok iya jaman hepatitis ampe corona siswa salah negri depok kena hepatitis paham,negatif
6063,kabarin kuliah depok butuh banget masker tinggal stoknya,negatif
6064,kuliah daerah depok greget banget dinas rsud nemuin angka kehamilan usia muda banget poli vct hiv ramai kejadian difteri vaksin kali pasien kena corona orang depok,positif
6065,depok kena wkwkwk sibuk lembur minggu kemarin smp malam donk cill stay safe cill,positif
6066,tinggal daerah jakarta pinggiran ngesot depok woe sekolah depok stay safe moots,netral
6067,mahasiswa depok dil,netral
6068,adekku kuliah depok lihat berita deg began stat safee kamuuh,netral
6069,tetangga bilangin suruh hati virus corona gara kuliah depok terimakasih tetangga,netral
6070,kuliah depok safety kosan orang ramai mencari masker indomaret pedagang kaki jualan masker keabisan,netral
6071,depok kena corona asik sekolah libur,positif
6072,haduuuhh warganya positif virus corona walkot depok libur sekolah tergantung kondisi postif viruscorona jokowi menkes terawan depok walkotdepok libursekolah,positif
6073,berita mendingan depok lock down fix pergi kuliah hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,negatif
6074,tinggal depok sekolah jakarta krna zonasi wktu berteman sm anak kls to sm smpe skrng teman nyesel sm,negatif
6075,staysafe iya lenteng dkt banget depok,netral
6076,sekolah diliburin teman kebanyak warga depok anzeng,positif
6077,dear mamaku ma anakmu libur kuliah uang jajan beli sedi akutu santai banget rumah dkt depok,positif
6078,abc dasar anak sekolah tinggal depok,netral
6079,telpon orang tua suruh mall gara confirmed corona orang depok mentang kosan depok rumahnyaa untung sibuk kuliah main mall ngomong - ngomong stay safe kupa cuci tangan,negatif
6080,pagi berita warga depok kena corono grgr ketularan orang jepang eh kampus kedatengan mahasiswa jepang tadii,negatif
6081,sumpaaah dosen tmn tbtb bilang kuliah online virus corona depok tolong dosen,positif
6082,iyaaa heran mengerikan positif tinggal depok smp ikutan ngeborong stok tertawa smp borong beras kg makan sekampung mortality rate rendah sars,positif
6083,teman teman kuliah orang depok hadeh,negatif
6084,anjing katakata jaman siii depok style,negatif
6085,apk porno terbaru apk nonton porno depok masker terawan on with bangtan menkes,negatif
6086,aneh banget depok salah milih kota kuliah,netral
6087,weekend minggu silaturahmi main rumah sahabat depok taunya corona kebobolan disana mikir,positif
6088,heran sm corona tertawa pdhal tantenya tinggal depok mobilitas nya padet kuliah jakarta mencari masker baca beritaa,positif
6089,stay save heboh depok sekolah diliburkan isunya,positif
6090,corona muncul depok si tuhan kampung kuliah ratusan ribuan indonesia depok jugaaa padat manusia semoga tuhan melindungi orang sekitarku aamiin,positif
6091,kerja pizza hut the park sawangan pria wanita max smk sederajat pria wanita langsung pizza hut cinere depok jl cinere raya nomor,positif
6092,grgr jaman begal sarangnya depok kemarin bocah sekolah tawuran masuk mall corona anjirrrr,negatif
6093,sekolah perbatasan depok,positif
6094,kuliah daerah depok huhu,netral
6095,covid depok yaallah w selesai kuliah alhamdulillah tinggal kos depok tetep rumah w sewilayah,positif
6096,corona depok rsnya sunter jakut takut kuliah,netral
6097,sekolah lembah perbatasan jaktim depok kalyan,positif
6098,sekolah prbatasan antr depok jaksel tmn orang depok mngtap,positif
6099,kuliah wuhan tinggal depok kelar hidup,positif
6100,knapa depok si anjng segen kuliah,netral
6101,iya sekolah banget bang depok nya diliburin kaaaann biar aman bahaya virus corona,netral
6102,seharian kuliah depok haduh bismillah dilindungi iya huhu,positif
6103,kuliah depok kuliah online ayo,positif
6104,laptop pelajar mahasiswa harga jutaan acer asprire a kg asus xua hp cftu lenovo ip ikb whatsapp giant computer jl akses ui nomor tugu kecamatan cimanggis kota depok jawa barat,positif
6105,sekian banyaknya kota indonesia depok anjing kuliah corona iya allah,positif
6106,kuliah depok anjing,negatif
6107,wn jepang nya kemana sekaranggggggg berkeliaran depok sya besok masuk kuliah,negatif
6108,membatasi perbatasan cileungei cibubur depok,negatif
6109,beneran smp depok kang,positif
6110,inget angkotnya angkot depok sekolahannya masuk jakarta jakarta daerah depok wkwkwkwk sebentar depok world domination,negatif
6111,takutnya indo corona dijadiin lelucon depok nya eh ketemu tinggal dimana hmm depok ohh oke bye kabur eh kuliah dimana lupa ui gueee wadu depok maaf bye stay away meter,negatif
6112,virus corona depok petinggi dosen universitas gunadarma rancangan mahasiswa angkatan dipermudah kompre nya,negatif
6113,besok indomaret sekolah nyoba mencari masker sp kasih masker sumpahh sedih banget khawatir jakarta depok,netral
6114,kuliah depok iya semoga apa-apa kontrol biar tuhan atur,positif
6115,hellooo liburin kuliah suspek corona depok,positif
6116,sabtu kemarin habis mengurus kuliah depok,positif
6117,anak kuliah depok relate,negatif
6118,kuliah ngesot depok deg an anjirrrrrr kereta ketemu orang sakit serem banget,negatif
6119,iyaaa iya ampun sd kuliah depok huaa,netral
6120,kampusku gunadarma pusatnya depok mahasiswa bolak depok ngomong - ngomong depoknya he semoga tetep aman,netral
6121,temenku depok stay safe yaa gausah kuliah tipsen ajaaaa kesehatan,negatif
6122,walikota depok jaman kuliah,netral
6123,sore cesta reaktif langsung chat mantan inget kuliah depok,positif
6124,yah nca pacar w kuliah depok,positif
6125,kalah ngegas corona depok bogor,negatif
6126,seram corona besok kuliah ngelewatin depok,negatif
6127,ayah depok ramai berita corona iya kuliah liburin dalem hati iya bangettttt libur,positif
6128,please diliburin sekolah depok wkwkw gaji berkurang,negatif
6129,mahasiswa ui pas pasien corona warga depok,positif
6130,selamat kota depok pagi macet macet gara aga siang dikit demo razia warpas siang anak sekolah tauran sorenya macet malam malam begal gengster jaguar,negatif
6131,sekolah depok bre hshshshhs,positif
6132,si depok rawannya gengster begal tawuran sekolah masuk mall virus corona depok set parah,negatif
6133,meluas sekolah depok liburkan naikkan siaga pemerintah kota gubernur jawa barat antisipasi plis plis nyebar,positif
6134,bingung iya kuliah depok rumah menit rs persa habatan piye,netral
6135,hebat sik zuzur kemarin depok mati lampu jam an smp jam an besoknya kena corona awokalwpwlwlwolwlwoodlwk am in the bad place,netral
6136,grup sekolah isinya virus corona share walkot depok sekolah liburkan iya ampun depokku,positif
6137,inget banget legalisir sertifikat salah sekolah jakarta pas kepseknya darimana depok begal iya adik kesana bilang corona iya adik,negatif
6138,tolong jngn rasis gtu orng depok,positif
6139,pikir jokewi uang periksa test corona juta orang depok,negatif
6140,edukasinya sekolah sekolah anak meter rumah pasien terdiagnosa virus corona depok,positif
6141,shidd kuliah depok,netral
6142,coronanya nyampe depok duluansi huhuhu kuliah idup depok tolong,netral
6143,stay safe warga depok banget depok stay safe warga indonesia jaga kebersihan sndri langsung cuci tangan habis interaksi orang semoga habis sehat,positif
6144,baca berita orang positif terkena virus corona orang depok iya allah kuliah depok huuu lindungi iya rob,positif
6145,wni kena corona depok kuliah apa-apa,negatif
6146,gwa mengkhawatirkan ayah gwa ayah gwa nyuruh gwa ngingetin adek gwa ati kuliah depok gwa terpikirkan oya nga terpikirkan adek gwa,netral
6147,imbas virus corona pemerintah kota depok liburkan sekolah vivanews,negatif
6148,sebenernya untung kereta pulang pergi kuliah nglawan arah sesakan kayak pagi jakarta sore malam depok bogor at least risk of transmissionnya separah,netral
6149,cm depok isolasi anak kuliah keluarga kena penyakit ibuku tercinta,netral
6150,corona huhu sekolah depok rumahku banget sm depok,positif
6151,informasi kakak sekolah ponakan kinder field depok corona huhuhu takut,positif
6152,siang baca cnn indo amp line today speechless amp shock berita trend virus corona menyerang wni tinggal nya depok woy cuy depok berjarak rumah auto pulang sekolah langsung apotek beli masker,netral
6153,depok kena musibah bercandaan sekolah,negatif
6154,tiati cewek kuliah depok wik,netral
6155,anak rantau sumatera kuliah depok,negatif
6156,cibinong dkat depok nga libur ok,positif
6157,maaf bang ane bingung berita ane baca media indonesia alat pendeteksi virus corongna berita sah warga depok terpapar virus alatnya kluar hasilnya adakah meluruskan,negatif
6158,iya orang jatiasih pulang pergi depok iya kuliah gundar tiati iya bekasikucintaku,netral
6159,kenapasi orang depok kena corona teman diminum corona pakai extra,negatif
6160,nata sekolah depok ati,netral
6161,terima kasih sayang iyani depok pulang pergi sekolah kereta orang sehat kaan takut yaa minum habis cuci tangan kaki mandi,positif
6162,walkot depok pertimbangkan liburkan sekolah corona mewabah,positif
6163,wali kota depok mohammad idris mengaku mempertimbangkan meliburkan aktivitas pendidikan kota depok imbas warga depok positif virus korona,negatif
6164,fix pemerintah indonesia evakuasi mahasiswa pesawat garuda indonesia,negatif
6165,depok wish me luck menang sd kelas nyoba,positif
6166,depok kena corona kuliah libur yes vs nomor,positif
6167,warga depok positif virus corona pemerintah kota liburkan sekolah mengimbau masyarakat panik menjaga pola hidup bersih sehat phbs,positif
6168,tiati kuliah depok,netral
6169,warga depok positif virus corona pemerintah kota liburkan sekolah,positif
6170,teman-teman cerita orang tinggal depok sekolah langsung cari masker hand santizer giant kimia farma apotek habis teman-teman jalanan lewatin orang apotek bikin macet,positif
6171,kuliah depok kaget,positif
6172,warga positif virus corona pemerintah kota depok putuskan liburkan siswa,positif
6173,warga negara jepang nya dmna woy berkeliaran depok besok masuk kuliah,negatif
6174,depok viral corona begal banjir kakak,netral
6175,lihat depok inget kakak tutu stay safe yaa lupa cuci tangan pulang kuliah jaga kesehatan makan makanan sehat,positif
6176,maksud idris bicara orang jepang ketemu orang suspect corona depok ketemu petugas rs mitra keluarga depok dirumahkan ketemu keluarga ketemu tetangganya ketemu orang kantor sekolah menyebar,positif
6177,stay safe semuaa kuliah pulang pergi depok jakarta doakan semoga terlindung iya bang,positif
6178,paguyuban mahasiswa depok meliburkan sahaja,netral
6179,wali kota depok pertimbangkan sekolah libur akibat virus korona,positif
6180,nakutin teman kuliah depok tertawa,positif
6181,tetep depok kannn hati hati warga depok kuliah lahh huhu,positif
6182,emak neleponin anaknya kuliah depok emak santai banget luh jiwa tangguh bugis prioknya kentel banget,positif
6183,corona depok auto kuliah tertawa,positif
6184,depok jakrta baca berita ditulis baca baca dibacain tetangga,positif
6185,rektor unindra mahasiswa depok dirumahkan,netral
6186,kakk kuliah kereta arah depok bogor huhu ayo kakkkkk apa-apa positif duluuu semoga kakak dijauhin penyakit rajinrajin cuci tangan yaa kakkk,positif
6187,wabah corona sekolah depok diliburkan,negatif
6188,tinggal depok si kuliah lewatin depok main depok kerja bgtu insecure gegara virus corona semoga dilindungi allah aamin,positif
6189,depok terisolasi w brkt kuliah mane,negatif
6190,ayah corona depok besok kuliah keinget tugas ltm mpktb tugas logika ii ngumpulin paper filsafat manusia okesip,positif
6191,sekolah sekolah jakarta bogor depok tangerang bekasi menunggu arahan terkait tindakan pencegahan penanganan penyebaran virus korona cemas langkah diambil,positif
6192,bodi artikel kalimat idris berencana menerbitkan peraturan kegiatan belajar mengajar sekolah diliburkan dijadikan judul imbauan setop merokok cegah corona wali kota depok imbau warga setop merokok,positif
6193,depok the best ngelahirin begal ngelahirin raynhard ngelahirin muncul corona gasia sia w milih kuliah didepok,negatif
6194,warga mahasiswa depok stay safe iya ui stay safe iya oke siaappp intelek sender,netral
6195,wali kota depok mohammad idris menyebut sekolah diliburkan corona gawat depok,netral
6196,tinggalnya depok habis orang tua netepnya cibinong kakak sm keluarganya depok rumah asli depok,positif
6197,rumah perbatasan depok detos sekolah perbatasan depok cinere helpppp,positif
6198,eh tergantung depok sm bekasi sd depok smp bekasi depok rumah bekasi bekasi depok jakarta timur perbatasan gtu,positif
6199,cm mahasiswa depok takut kuliah aktivitas rebahan huhu,netral
6200,mahasiswa pulang pergi jakarta depok butuh masker tolong,netral
6201,semoga sehat mahasiswa ui,positif
6202,panik kena corona beneran depok besok masuk kuliah,negatif
6203,terima kasih mendengar aspirasi rakyat semoga gubernur dki amp kepala daerah aktif memantau situasi rakyat memilih pemimpin jujur wali kota depok liburkan sekolah ancaman corona serius,positif
6204,tidaak kuliah depok sister,netral
6205,kuliah depok corona depok naek kereta fix train to depok,negatif
6206,moots iya allah sekolah jarak banget depok atut stay safe yaaa lupa cuci tangan jaga makan kesehatan pakai masker nyaaa minum vitamin biar daya tahan kuat huhu,positif
6207,kuliah diberentiin wakwaw bye teman-teman bye depok,negatif
6208,mager masuk kuliah seram corona depok hmm,negatif
6209,corona depok mahasiswa semoga gundar libur amin,positif
6210,allah bangun kaget banget dgr kabar orang depok positif corona besok masuk kuliah naek kereta pulang pergi suka desekan sm orang barengan sm jam orang kerja pgn gapanik anaknya panikan,positif
6211,apk porno terbaru apk nonton porno depok breaking news wni wn jepang,negatif
6212,ra lucu mas penanganan serius perawat dokter nangani rs depok smp tertular bahaya,negatif
6213,keluhan mahasiswa depok stay safe zayenk,negatif
6214,fucking hell depok jing pen kuliah wkwkw,netral
6215,mas crush sekolah depok,positif
6216,seluruu warga sekolah wajib pakai masker warga depok,netral
6217,alhamdulillah libur kuliah tydak panik kuliah pasming bat depok,positif
6218,virus corona masuk depok indo kayaknya bahan ledekan orang tinggal kuliah disitu eh kena corona weeii selamatt kota kena corona corona santai made in cina gbkl awet hahahha,negatif
6219,depok kenak perpus lsi takut mahasiswa inter nongki situ,netral
6220,yaallah korona depok nasib bimbingan tugas mahasiswa tingkat cant relate,negatif
6221,orang bekasi kuliah depok diem,positif
6222,nctzen depok ketemuan sm ayo kuliah daerah depok he daerah margonda stasiun pocin jual harga sm kayak konser pcs sticker sayang ambil he contoh sticker nya yaa,positif
6223,edufair at bintaro sawangan depok date march time a m finish rsvp or contact ms renova,netral
6224,februari wni mengalami batuk batuk enak badan rawat jalan rumah sakit depok sd skr interaksi kemana,netral
6225,akibat jatuh montor pulih sekolah daoet kabar terjangkit virus orang depok kecamatan sekolah iya rabb lindungilah,positif
6226,tinggal depok kuliah jaksel yaudahlah tetep chill,netral
6227,sekolah nonton bf melulu depok masuk wilayah jakarta sebelah tong,negatif
6228,orang depok anjeng kuliah rasanye,negatif
6229,wni positif korona wali kota depok pertimbangkan liburkan sekolah,positif
6230,menempuh pendidikan depok,netral
6231,yth dosen pembimbing tugas maaf bu berhubung depok bimbingan tunda iya batas ditentukan tertanda mahasiswa tingkat,netral
6232,habis khujanan kmarin habis ashar smp malam ujan depok,positif
6233,senin maret masuk kuliah semester genap kalinya berkeliaran depok wni positif terserang covid orang depok take care everyone tenang siaga iya,positif
6234,mahasiswa ui tinggal diasrama untung tinggal depok,positif
6235,depok sblh depok jaksel bd daerah jia,netral
6236,gap usia enin aki enin aki sekolah rakyat indonesia merdeka hmmmmmmmm alhamdulillah sehat jalan ciamis bandung smi depok bsd nengok anak cucunya tunggu cicitnya yaa ki tertawa,positif
6237,virus corona depok kuliah depok ok,positif
6238,kuliah semarang keluarga depok yaallah lindungin keluarga teman teman keluarga teman teman yaallah aamiin,positif
6239,kalinya nyesel kuliah depok lmao,negatif
6240,iya allah kuliah ketir ketir depok,positif
6241,corona kicks in himbauan rumah pergi depok while me kuliah depok,positif
6242,warga depok jaksel pda heboh gegara da kena corona warga tangsel reaksiny,negatif
6243,stay safe stay health rumahku bogor kuliah depok kadang urusan hima jakarta degdegan asliiii,positif
6244,depok jagakarsa rabu masuk kuliah huftt,negatif
6245,kepala sekolah langsung ngumumin speaker sekolah tetep berhati hati iya,positif
6246,stay safe teman kuliah depok coret tertawa takut area,positif
6247,iya allah takut banget kuliah depok huhu,positif
6248,depok kuliah nya,netral
6249,corona depok auto gamasuk kuliah,netral
6250,anying masuk kuliah tbtb coronaaaaa depok syal,negatif
6251,maaf bermain kuliah daerah depok tolong berkeliaran memangsa wanita,positif
6252,tinggal jakut kuliah depok,netral
6253,langsung menelepon mamah lihat grup sekolah si aa kena depok,negatif
6254,takut depok besok kuliah,netral
6255,orang dirawat sunter ayah kerja orang rumahnya depok kuliah situ oke ok takut,positif
6256,orang kena corona depok libur kuliah,netral
6257,breaking news virus corona menyerang negara mall sepi ekonomi anjlok sekolah diliburkan transportasi terganggu keresahan meluas pabrik tutup lain-lain semoga orang terkena corona depok menyebar luas rakyat kompak fa,negatif
6258,pas habis foto perkelas bts buka hp ramai corona indo pas buka ig muncul berita korbannya depok panik cobaaa,positif
6259,takut banget huhuhu kuliah daerah depok,netral
6260,depok iya hmmm depok diisolasi sekolah begimane,positif
6261,ps minggu banget depok kuliah depok,netral
6262,depok ttww prestasi,netral
6263,pen sekolah china china nya kena sars cov memutuskan batal stay depok virus nya nyamperin depok what a world,negatif
6264,fak sekolah gu depok,positif
6265,iya anjing depok gausa kuliah kali iya tertawa,netral
6266,iya sayang depok hmm kota jaraknya jakarta,netral
6267,sumpah seram banget kuliah magang depok,netral
6268,kuliah depok rumah jakut wkwkwkwkwk,positif
6269,wait inget adek kuliah depok,netral
6270,fix besok pakai masker sekolah depok anjing,netral
6271,njing w kuliah depok panik ajaib,negatif
6272,kena corona tinggal depok mahasiswa ui geger,netral
6273,kuliah depok hmmm,netral
6274,tal mun depok mahasiswa kampus kebanyakan depok stay safe iya tal,netral
6275,ampuuun sekalinya diumumin smp depok diem bae pulak,netral
6276,as orang depok tinggal kuliah depok gatakut corona jaga kesehatan peeps,positif
6277,masuk kagetkan berita kuliah depok huhuhu stay safe teman semoga perlindungannya amin,negatif
6278,iyaaa huhuuu dom jakarta kuliah depok ihhh stay safe yaa pola makan dijaga minum yaaa sakit jugaaa,negatif
6279,udahlah pengendara motor muak banget sm kemacetan jakarta jakarta depok lewatin macet berangkat pulang kuliah,negatif
6280,depok gajauh wilayah rumah berdoa terbaik sekeluarga tmn kampus depok mahasiswa nya depok nya bkln full kelas online inimah iya bahaya huhu,positif
6281,depok postitif corona cuti kuliah,positif
6282,ajg virus corona kakak perempuan geus labuh ti wuhan kakak depok jarakna kakak perempuan salangkah ti sekolah eta kakak perempuan cuy,positif
6283,sekeluarga tinggal depok langsung terpikirkan adek sekolah,positif
6284,serius kuliah depok takuttt iya allah,netral
6285,coba puskesmas depokjaya smp or smp situ hit my tinggal depok,positif
6286,segenap mahasiswa ui menuntut kampus meniadakan menunda bentuk aktivitas civitas akademika kawasan depok dinyatakan aman,positif
6287,corona depok teman-teman kuliah depok,netral
6288,tinggal depok kuliah depok sayang,positif
6289,panik grup komplek sekolah aa depok,negatif
6290,daku anak kupu kupu kuliah pulang positif orang depok iya takut,positif
6291,duhh tl penuh virus corona depok beli masker hand sanitize sabun cuci tngan,netral
6292,smp rspi ss pusing lbh pusing depok,negatif
6293,mbak panik banget tinggal depok anak sd msih bayi aaaaa,negatif
6294,breaking news sibuk pantau pantau amp pantau depok orang terjangkit corona gubernur bertindak cepat liburkan sekolah anak korban pernyataan lengkap anies warga dki dipantau terkait corona,positif
6295,depok orang buktinya mahasiswa ui orang jepang brazil korea china kerja margonda,netral
6296,jujur grgr kuliah depok takut banget,positif
6297,kuliah did depok stay safe kaa,netral
6298,woy kuliah depok depok should be worried,netral
6299,rumah pinggirnya kuliah depok centre wkwkwkk,positif
6300,sumpah kuliah depok,positif
6301,iya allah sekolah perbatasan depok banget,positif
6302,corona depok cuti kuliah,positif
6303,depok ramai grup komplek grup sekolah,negatif
6304,stat safe mahasiswa warga depok,netral
6305,iyaaaa kuliah depok krl gmndonggg ta serius takut,negatif
6306,tolong pulang sekolah depok,positif
6307,makasihh min kuliah depok,netral
6308,yaallah depok anjing gausah kuliah,negatif
6309,monmaap w kuliah depok degdegan denger berita,negatif
6310,depok depok univ mall sd smp ratusan astaga naga,positif
6311,jaksel sihh kuliah depok,netral
6312,nya depok terkutuk ye nya kejadian nya depok kuliah depok,netral
6313,rumah kuliah depok hu,positif
6314,tolong tidur mandi makan kuliah rebahan depok,positif
6315,mahasiswa depok be safeee ismayoooooo pakai maskerrr,netral
6316,domisili depok kuliah from home,netral
6317,corona beneran depok nyerempet banget kampus,positif
6318,kuliah depok hati iya,positif
6319,karyawan murid mahasiswa warga depok kasih kompensasi libur iya bu biar ngejalani tes kesehatan semoga tracking amp penanganan nya cepat akurat,positif
6320,jujur males kuliah pas orang depok kena corona,netral
6321,shhshejehdheh bogor sekolah tapikan pulang depok tenang,positif
6322,iyanih serem w kuliah senin sabtu jdnya depok melulu,negatif
6323,mon maaf kuliah depok ikutan deg degan,positif
6324,take care and stay safe orang kuliah depok lumayan panik stay safe cuci tangan bersin batuk sembarangaaan,negatif
6325,ma gmna maa kena corona duanya depok ayo beli masker hand sanitizer ck gausah rumah emak santuy banget,positif
6326,eh lupa kuliah depok tiati sayang,positif
6327,nangisss kuliah depok,netral
6328,mohon maaf kuliah depok,positif
6329,domisili depok ui niatan libur kuliah emas,positif
6330,kunjungan bobo sd al fikri depok,netral
6331,anjing kena nukieu euy dpn gramed margonda depok mengaku mahasiswa bandung bdgnya dmna ngakuna bubat bandung kakak perempuan seueur nukieu,negatif
6332,aowkwowkwowkwowkwwoowokkk sad banget pulang kerja ditemenin makan peduli besoknya kuliah pagi depok pangjay jam pangjay daan mogot menit daan mogot depok jam maced a,positif
6333,susahnya depok tu tmn sd smp w digantiin beda teman byl beda menyayangi manusia suka bicara mendengarkan orang hidup seputar iya bagus mikir orang iya kdg,positif
6334,siangnya cerita kuliah ampe menangis sorenya kosannya bilang depok bekasi maghrib tidur nungguin masjid kosannya jam ampe bgn ngobrol sejam pulang,positif
6335,esa perkenalkan cakra birawa rafael panggil bira umur beda alias seumuran kesibukan kali mahasiswa penjaga warung internet daerah depok mampir juragan,netral
6336,kuliah depok ujungnya upn jakarta php,negatif
6337,fess teman-teman makan dae bak fancafe depok review nya gimanaa penasaran banget nyobain makan disana semester kesampean,netral
6338,banten kuliah depok,netral
6339,min daerah depok timur voltase listrik nya turun melulu daritadi maghrib bahaya rusak alat elektronik apa-apa tanggung,negatif
6340,sdku negerii depok minimal masuk sd yaa hahah sediy temenmu aksel kah,negatif
6341,terlambat jam smp depok bye penumpang keberatan iya,negatif
6342,tanggal maret balairung ui kampus ui depok tenant menawarkan posisi pekerjaan beasiswa kerjasama entrepreunership acara gratis terbuka,positif
6343,tuhan yesus depok anakmu berdiri semalam marhobas pulaaakk smp jam mantappu krl,positif
6344,kamis marahan parah jumat marahan si twin pas pulang bicara sm crush tekon aaaaaaaaaaa stlah sabtu kerkel chocoball minggu ui nako kopdul manusia depok kesiangan,positif
6345,mutualan smaa mahasiswa depok,netral
6346,iya pertanyaanya tinggal depok hahaha kuliah libur banyakan libur,positif
6347,keceriaan sekolah minggu gereja pouk depok timur,netral
